environment,method,planner_name,solved,valid_replay,plan_length,expanded,generated,grounded_actions,time_ms,raw_stdout,raw_stderr,plan_txt,metrics_json,trace_json,search_profile_json,plan_panel,plan_animation,blockworld_3d_panel,blockworld_3d_animation,fire_3d_panel,fire_3d_animation,robot_task_3d_panel,robot_task_3d_animation
FireExtinguisher.txt,greedy_ff,Greedy Best First Search [delete-relaxation-relaxed-plan],True,True,21,260,290,225,231.098,outputs/runs/FireExtinguisher/greedy_ff/stdout.txt,outputs/runs/FireExtinguisher/greedy_ff/stderr.txt,outputs/runs/FireExtinguisher/greedy_ff/plan.txt,outputs/runs/FireExtinguisher/greedy_ff/metrics.json,outputs/runs/FireExtinguisher/greedy_ff/trace.json,outputs/runs/FireExtinguisher/greedy_ff/search_profile.json,outputs/visualizations/FireExtinguisher/greedy_ff/plan_panel.png,outputs/visualizations/FireExtinguisher/greedy_ff/plan_animation.gif,,,outputs/visualizations/FireExtinguisher/greedy_ff/fire_3d_panel.png,outputs/visualizations/FireExtinguisher/greedy_ff/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,bfs,Breadth First Search,True,True,24,402,416,225,23.6708,outputs/runs/FireExtinguisherReturn/bfs/stdout.txt,outputs/runs/FireExtinguisherReturn/bfs/stderr.txt,outputs/runs/FireExtinguisherReturn/bfs/plan.txt,outputs/runs/FireExtinguisherReturn/bfs/metrics.json,outputs/runs/FireExtinguisherReturn/bfs/trace.json,outputs/runs/FireExtinguisherReturn/bfs/search_profile.json,outputs/visualizations/FireExtinguisherReturn/bfs/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/bfs/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/bfs/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/bfs/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,astar,A Star Search [delete-relaxation-relaxed-plan],True,True,24,304,376,225,264.443,outputs/runs/FireExtinguisherReturn/astar/stdout.txt,outputs/runs/FireExtinguisherReturn/astar/stderr.txt,outputs/runs/FireExtinguisherReturn/astar/plan.txt,outputs/runs/FireExtinguisherReturn/astar/metrics.json,outputs/runs/FireExtinguisherReturn/astar/trace.json,outputs/runs/FireExtinguisherReturn/astar/search_profile.json,outputs/visualizations/FireExtinguisherReturn/astar/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/astar/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/astar/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/astar/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,astar_goal,A Star Search [unsatisfied-goals],True,True,24,352,420,225,44.6924,outputs/runs/FireExtinguisherReturn/astar_goal/stdout.txt,outputs/runs/FireExtinguisherReturn/astar_goal/stderr.txt,outputs/runs/FireExtinguisherReturn/astar_goal/plan.txt,outputs/runs/FireExtinguisherReturn/astar_goal/metrics.json,outputs/runs/FireExtinguisherReturn/astar_goal/trace.json,outputs/runs/FireExtinguisherReturn/astar_goal/search_profile.json,outputs/visualizations/FireExtinguisherReturn/astar_goal/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/astar_goal/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/astar_goal/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/astar_goal/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,astar_hadd,A Star Search [delete-relaxation-hadd],True,True,24,82,246,225,151.45,outputs/runs/FireExtinguisherReturn/astar_hadd/stdout.txt,outputs/runs/FireExtinguisherReturn/astar_hadd/stderr.txt,outputs/runs/FireExtinguisherReturn/astar_hadd/plan.txt,outputs/runs/FireExtinguisherReturn/astar_hadd/metrics.json,outputs/runs/FireExtinguisherReturn/astar_hadd/trace.json,outputs/runs/FireExtinguisherReturn/astar_hadd/search_profile.json,outputs/visualizations/FireExtinguisherReturn/astar_hadd/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/astar_hadd/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/astar_hadd/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/astar_hadd/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,optimal,A Star Search [delete-relaxation-hmax],True,True,24,309,400,225,337.867,outputs/runs/FireExtinguisherReturn/optimal/stdout.txt,outputs/runs/FireExtinguisherReturn/optimal/stderr.txt,outputs/runs/FireExtinguisherReturn/optimal/plan.txt,outputs/runs/FireExtinguisherReturn/optimal/metrics.json,outputs/runs/FireExtinguisherReturn/optimal/trace.json,outputs/runs/FireExtinguisherReturn/optimal/search_profile.json,outputs/visualizations/FireExtinguisherReturn/optimal/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/optimal/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/optimal/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/optimal/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,strong,A Star Search [delete-relaxation-hadd],True,True,24,82,246,225,79.8228,outputs/runs/FireExtinguisherReturn/strong/stdout.txt,outputs/runs/FireExtinguisherReturn/strong/stderr.txt,outputs/runs/FireExtinguisherReturn/strong/plan.txt,outputs/runs/FireExtinguisherReturn/strong/metrics.json,outputs/runs/FireExtinguisherReturn/strong/trace.json,outputs/runs/FireExtinguisherReturn/strong/search_profile.json,outputs/visualizations/FireExtinguisherReturn/strong/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/strong/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/strong/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/strong/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,weighted_ff,"Weighted A Star Search [w=5, delete-relaxation-relaxed-plan]",True,True,24,279,353,225,285.508,outputs/runs/FireExtinguisherReturn/weighted_ff/stdout.txt,outputs/runs/FireExtinguisherReturn/weighted_ff/stderr.txt,outputs/runs/FireExtinguisherReturn/weighted_ff/plan.txt,outputs/runs/FireExtinguisherReturn/weighted_ff/metrics.json,outputs/runs/FireExtinguisherReturn/weighted_ff/trace.json,outputs/runs/FireExtinguisherReturn/weighted_ff/search_profile.json,outputs/visualizations/FireExtinguisherReturn/weighted_ff/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/weighted_ff/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/weighted_ff/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/weighted_ff/fire_3d_animation.gif,,
FireExtinguisherReturn.txt,greedy_ff,Greedy Best First Search [delete-relaxation-relaxed-plan],True,True,24,275,353,225,284.069,outputs/runs/FireExtinguisherReturn/greedy_ff/stdout.txt,outputs/runs/FireExtinguisherReturn/greedy_ff/stderr.txt,outputs/runs/FireExtinguisherReturn/greedy_ff/plan.txt,outputs/runs/FireExtinguisherReturn/greedy_ff/metrics.json,outputs/runs/FireExtinguisherReturn/greedy_ff/trace.json,outputs/runs/FireExtinguisherReturn/greedy_ff/search_profile.json,outputs/visualizations/FireExtinguisherReturn/greedy_ff/plan_panel.png,outputs/visualizations/FireExtinguisherReturn/greedy_ff/plan_animation.gif,,,outputs/visualizations/FireExtinguisherReturn/greedy_ff/fire_3d_panel.png,outputs/visualizations/FireExtinguisherReturn/greedy_ff/fire_3d_animation.gif,,
HospitalThreeRobotDelivery.txt,bfs,Breadth First Search,True,True,12,12283,15518,3993,6292.32,outputs/runs/HospitalThreeRobotDelivery/bfs/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/bfs/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/bfs/plan.txt,outputs/runs/HospitalThreeRobotDelivery/bfs/metrics.json,outputs/runs/HospitalThreeRobotDelivery/bfs/trace.json,outputs/runs/HospitalThreeRobotDelivery/bfs/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/bfs/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/bfs/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/bfs/robot_task_3d_animation.gif
HospitalThreeRobotDelivery.txt,astar,A Star Search [delete-relaxation-relaxed-plan],True,True,12,1816,6160,3993,17825.4,outputs/runs/HospitalThreeRobotDelivery/astar/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/astar/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/astar/plan.txt,outputs/runs/HospitalThreeRobotDelivery/astar/metrics.json,outputs/runs/HospitalThreeRobotDelivery/astar/trace.json,outputs/runs/HospitalThreeRobotDelivery/astar/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/astar/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/astar/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/astar/robot_task_3d_animation.gif
HospitalThreeRobotDelivery.txt,astar_goal,A Star Search [unsatisfied-goals],True,True,12,4854,7731,3993,5479.31,outputs/runs/HospitalThreeRobotDelivery/astar_goal/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/astar_goal/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/astar_goal/plan.txt,outputs/runs/HospitalThreeRobotDelivery/astar_goal/metrics.json,outputs/runs/HospitalThreeRobotDelivery/astar_goal/trace.json,outputs/runs/HospitalThreeRobotDelivery/astar_goal/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/astar_goal/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/astar_goal/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/astar_goal/robot_task_3d_animation.gif
HospitalThreeRobotDelivery.txt,astar_hadd,A Star Search [delete-relaxation-hadd],True,True,12,36,359,3993,1544.15,outputs/runs/HospitalThreeRobotDelivery/astar_hadd/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/astar_hadd/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/astar_hadd/plan.txt,outputs/runs/HospitalThreeRobotDelivery/astar_hadd/metrics.json,outputs/runs/HospitalThreeRobotDelivery/astar_hadd/trace.json,outputs/runs/HospitalThreeRobotDelivery/astar_hadd/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/astar_hadd/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/astar_hadd/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/astar_hadd/robot_task_3d_animation.gif
HospitalThreeRobotDelivery.txt,optimal,A Star Search [delete-relaxation-hmax],True,True,12,4284,8686,3993,40182.9,outputs/runs/HospitalThreeRobotDelivery/optimal/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/optimal/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/optimal/plan.txt,outputs/runs/HospitalThreeRobotDelivery/optimal/metrics.json,outputs/runs/HospitalThreeRobotDelivery/optimal/trace.json,outputs/runs/HospitalThreeRobotDelivery/optimal/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/optimal/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/optimal/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/optimal/robot_task_3d_animation.gif
HospitalThreeRobotDelivery.txt,strong,A Star Search [delete-relaxation-hadd],True,True,12,36,359,3993,787.483,outputs/runs/HospitalThreeRobotDelivery/strong/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/strong/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/strong/plan.txt,outputs/runs/HospitalThreeRobotDelivery/strong/metrics.json,outputs/runs/HospitalThreeRobotDelivery/strong/trace.json,outputs/runs/HospitalThreeRobotDelivery/strong/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/strong/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/strong/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/strong/robot_task_3d_animation.gif
HospitalThreeRobotDelivery.txt,weighted_ff,"Weighted A Star Search [w=5, delete-relaxation-relaxed-plan]",True,True,12,438,2064,3993,6465.61,outputs/runs/HospitalThreeRobotDelivery/weighted_ff/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/weighted_ff/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/weighted_ff/plan.txt,outputs/runs/HospitalThreeRobotDelivery/weighted_ff/metrics.json,outputs/runs/HospitalThreeRobotDelivery/weighted_ff/trace.json,outputs/runs/HospitalThreeRobotDelivery/weighted_ff/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/weighted_ff/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/weighted_ff/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/weighted_ff/robot_task_3d_animation.gif
HospitalThreeRobotDelivery.txt,greedy_ff,Greedy Best First Search [delete-relaxation-relaxed-plan],True,True,12,438,2064,3993,3521.34,outputs/runs/HospitalThreeRobotDelivery/greedy_ff/stdout.txt,outputs/runs/HospitalThreeRobotDelivery/greedy_ff/stderr.txt,outputs/runs/HospitalThreeRobotDelivery/greedy_ff/plan.txt,outputs/runs/HospitalThreeRobotDelivery/greedy_ff/metrics.json,outputs/runs/HospitalThreeRobotDelivery/greedy_ff/trace.json,outputs/runs/HospitalThreeRobotDelivery/greedy_ff/search_profile.json,outputs/visualizations/HospitalThreeRobotDelivery/greedy_ff/plan_panel.png,,,,,,outputs/visualizations/HospitalThreeRobotDelivery/greedy_ff/robot_task_3d_panel.png,outputs/visualizations/HospitalThreeRobotDelivery/greedy_ff/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,bfs,Breadth First Search,True,True,12,10987,13934,3993,5856.74,outputs/runs/DisasterResponseThreeRobot/bfs/stdout.txt,outputs/runs/DisasterResponseThreeRobot/bfs/stderr.txt,outputs/runs/DisasterResponseThreeRobot/bfs/plan.txt,outputs/runs/DisasterResponseThreeRobot/bfs/metrics.json,outputs/runs/DisasterResponseThreeRobot/bfs/trace.json,outputs/runs/DisasterResponseThreeRobot/bfs/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/bfs/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/bfs/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/bfs/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,astar,A Star Search [delete-relaxation-relaxed-plan],True,True,12,1816,6160,3993,9358.7,outputs/runs/DisasterResponseThreeRobot/astar/stdout.txt,outputs/runs/DisasterResponseThreeRobot/astar/stderr.txt,outputs/runs/DisasterResponseThreeRobot/astar/plan.txt,outputs/runs/DisasterResponseThreeRobot/astar/metrics.json,outputs/runs/DisasterResponseThreeRobot/astar/trace.json,outputs/runs/DisasterResponseThreeRobot/astar/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/astar/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/astar/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/astar/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,astar_goal,A Star Search [unsatisfied-goals],True,True,12,4854,7731,3993,2977.81,outputs/runs/DisasterResponseThreeRobot/astar_goal/stdout.txt,outputs/runs/DisasterResponseThreeRobot/astar_goal/stderr.txt,outputs/runs/DisasterResponseThreeRobot/astar_goal/plan.txt,outputs/runs/DisasterResponseThreeRobot/astar_goal/metrics.json,outputs/runs/DisasterResponseThreeRobot/astar_goal/trace.json,outputs/runs/DisasterResponseThreeRobot/astar_goal/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/astar_goal/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/astar_goal/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/astar_goal/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,astar_hadd,A Star Search [delete-relaxation-hadd],True,True,12,72,640,3993,1309.74,outputs/runs/DisasterResponseThreeRobot/astar_hadd/stdout.txt,outputs/runs/DisasterResponseThreeRobot/astar_hadd/stderr.txt,outputs/runs/DisasterResponseThreeRobot/astar_hadd/plan.txt,outputs/runs/DisasterResponseThreeRobot/astar_hadd/metrics.json,outputs/runs/DisasterResponseThreeRobot/astar_hadd/trace.json,outputs/runs/DisasterResponseThreeRobot/astar_hadd/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/astar_hadd/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/astar_hadd/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/astar_hadd/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,optimal,A Star Search [delete-relaxation-hmax],True,True,12,4284,8690,3993,19704.9,outputs/runs/DisasterResponseThreeRobot/optimal/stdout.txt,outputs/runs/DisasterResponseThreeRobot/optimal/stderr.txt,outputs/runs/DisasterResponseThreeRobot/optimal/plan.txt,outputs/runs/DisasterResponseThreeRobot/optimal/metrics.json,outputs/runs/DisasterResponseThreeRobot/optimal/trace.json,outputs/runs/DisasterResponseThreeRobot/optimal/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/optimal/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/optimal/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/optimal/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,strong,A Star Search [delete-relaxation-hadd],True,True,12,72,640,3993,1302.91,outputs/runs/DisasterResponseThreeRobot/strong/stdout.txt,outputs/runs/DisasterResponseThreeRobot/strong/stderr.txt,outputs/runs/DisasterResponseThreeRobot/strong/plan.txt,outputs/runs/DisasterResponseThreeRobot/strong/metrics.json,outputs/runs/DisasterResponseThreeRobot/strong/trace.json,outputs/runs/DisasterResponseThreeRobot/strong/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/strong/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/strong/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/strong/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,weighted_ff,"Weighted A Star Search [w=5, delete-relaxation-relaxed-plan]",True,True,12,414,1932,3993,3412.57,outputs/runs/DisasterResponseThreeRobot/weighted_ff/stdout.txt,outputs/runs/DisasterResponseThreeRobot/weighted_ff/stderr.txt,outputs/runs/DisasterResponseThreeRobot/weighted_ff/plan.txt,outputs/runs/DisasterResponseThreeRobot/weighted_ff/metrics.json,outputs/runs/DisasterResponseThreeRobot/weighted_ff/trace.json,outputs/runs/DisasterResponseThreeRobot/weighted_ff/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/weighted_ff/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/weighted_ff/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/weighted_ff/robot_task_3d_animation.gif
DisasterResponseThreeRobot.txt,greedy_ff,Greedy Best First Search [delete-relaxation-relaxed-plan],True,True,12,414,1932,3993,6308.16,outputs/runs/DisasterResponseThreeRobot/greedy_ff/stdout.txt,outputs/runs/DisasterResponseThreeRobot/greedy_ff/stderr.txt,outputs/runs/DisasterResponseThreeRobot/greedy_ff/plan.txt,outputs/runs/DisasterResponseThreeRobot/greedy_ff/metrics.json,outputs/runs/DisasterResponseThreeRobot/greedy_ff/trace.json,outputs/runs/DisasterResponseThreeRobot/greedy_ff/search_profile.json,outputs/visualizations/DisasterResponseThreeRobot/greedy_ff/plan_panel.png,,,,,,outputs/visualizations/DisasterResponseThreeRobot/greedy_ff/robot_task_3d_panel.png,outputs/visualizations/DisasterResponseThreeRobot/greedy_ff/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,bfs,Breadth First Search,True,True,11,10339,15062,3993,5410.73,outputs/runs/WarehouseThreeRobotFulfillment/bfs/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/bfs/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/bfs/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/bfs/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/bfs/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/bfs/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/bfs/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/bfs/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/bfs/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,astar,A Star Search [delete-relaxation-relaxed-plan],True,True,11,1424,4844,3993,9640.6,outputs/runs/WarehouseThreeRobotFulfillment/astar/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/astar/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/astar/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/astar/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/astar/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/astar/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,astar_goal,A Star Search [unsatisfied-goals],True,True,11,4310,6888,3993,2654.1,outputs/runs/WarehouseThreeRobotFulfillment/astar_goal/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar_goal/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar_goal/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar_goal/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/astar_goal/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/astar_goal/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/astar_goal/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/astar_goal/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/astar_goal/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,astar_hadd,A Star Search [delete-relaxation-hadd],True,True,11,11,133,3993,298.359,outputs/runs/WarehouseThreeRobotFulfillment/astar_hadd/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar_hadd/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar_hadd/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/astar_hadd/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/astar_hadd/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/astar_hadd/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/astar_hadd/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/astar_hadd/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/astar_hadd/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,optimal,A Star Search [delete-relaxation-hmax],True,True,11,3884,7734,3993,34586.6,outputs/runs/WarehouseThreeRobotFulfillment/optimal/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/optimal/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/optimal/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/optimal/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/optimal/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/optimal/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/optimal/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/optimal/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/optimal/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,strong,A Star Search [delete-relaxation-hadd],True,True,11,11,133,3993,264.229,outputs/runs/WarehouseThreeRobotFulfillment/strong/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/strong/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/strong/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/strong/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/strong/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/strong/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/strong/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/strong/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/strong/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,weighted_ff,"Weighted A Star Search [w=5, delete-relaxation-relaxed-plan]",True,True,11,430,2024,3993,6973.35,outputs/runs/WarehouseThreeRobotFulfillment/weighted_ff/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/weighted_ff/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/weighted_ff/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/weighted_ff/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/weighted_ff/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/weighted_ff/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/weighted_ff/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/weighted_ff/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/weighted_ff/robot_task_3d_animation.gif
WarehouseThreeRobotFulfillment.txt,greedy_ff,Greedy Best First Search [delete-relaxation-relaxed-plan],True,True,11,430,2024,3993,6394.06,outputs/runs/WarehouseThreeRobotFulfillment/greedy_ff/stdout.txt,outputs/runs/WarehouseThreeRobotFulfillment/greedy_ff/stderr.txt,outputs/runs/WarehouseThreeRobotFulfillment/greedy_ff/plan.txt,outputs/runs/WarehouseThreeRobotFulfillment/greedy_ff/metrics.json,outputs/runs/WarehouseThreeRobotFulfillment/greedy_ff/trace.json,outputs/runs/WarehouseThreeRobotFulfillment/greedy_ff/search_profile.json,outputs/visualizations/WarehouseThreeRobotFulfillment/greedy_ff/plan_panel.png,,,,,,outputs/visualizations/WarehouseThreeRobotFulfillment/greedy_ff/robot_task_3d_panel.png,outputs/visualizations/WarehouseThreeRobotFulfillment/greedy_ff/robot_task_3d_animation.gif
